ID	Tweet ID
1	593139259495690240
2	588427677381562369
3	588509803695083520
4	588385489234694146
5	593500739311284224
6	588515539506438145
7	593417005396525056
8	588755673619521536
9	588441221531455488
10	593450562915471361
11	588434469725560833
12	593047664284958720
13	588384641494597634
14	588538589299998720
15	588707236874158080
16	588547583540387840
17	588494903677693952
18	588620410696011777
19	593143881060876288
20	593482421003231232
21	588528240127442944
22	588688250379902976
23	588717176992894976
24	588682961806970881
25	588396980985929728
26	592751041449480193
27	588414832694591488
28	588469507913437184
29	588432413841367040
30	592794538751741953
31	588757223116902400
32	588472812274208768
33	593424000878915584
34	592774758867021824
35	588537478530736128
36	588512204317569025
37	588689780747214849
38	588508329854402561
39	588437058378694656
40	588384563530862592
41	588698827617599488
42	588543591724679168
43	593157570354933761
44	593203644473942016
45	588489792083505153
46	588723372948738048
47	592816571367690241
48	593422234670264320
49	588385040188375041
50	593472611465703424
51	588484048856739840
52	593278107194372096
53	593292620694093824
54	588416977141702657
55	593201505055838209
56	592676459895988226
57	593437112025763840
58	588417129713643520
59	592908640782286848
60	593413392028835840
61	588751758148706307
62	592734959363858436
63	592844207754244096
64	588717870084857857
65	593063646864900096
66	588503021526462464
67	593475139649597441
68	593100879261147136
69	588395388970778624
70	593490987042877440
71	592832184517550080
72	593233030115926017
73	593268491848970240
74	588461994916716544
75	588752158348156929
76	593454752043814912
77	593429172719996928
78	592573483189542912
79	588740448459456513
80	588696529705299969
81	592760855768498176
82	588430167724453888
83	593442236181917697
84	593267387153010688
85	593054006223589376
86	593121562540249088
87	593471148849012736
88	592808426713063426
89	592756208391565313
90	593399867915051009
91	588563844341047296
92	592755078051803136
93	593203757741187072
94	588512739644997632
95	588548765365235713
96	593389917125869568
97	588395182208458752
98	588414138914840576
99	588532448537014273
100	588734364369956864
