ID	Tweet ID
20001	614113642934616064
20002	614113753383235584
20003	614118180831674368
20004	614122429850320896
20005	614125122862084096
20006	614125310380916736
20007	614131743482904576
20008	614132191816232960
20009	614135522521427968
20010	614146333402861568
20011	614149851211780098
20012	614153179345784832
20013	614156045229932544
20014	614169751711956992
20015	614179516190044161
20016	614186135263252480
20017	614187418825011200
20018	614200126827933696
20019	614203303899979776
20020	614214700562296832
20021	614220045296668676
20022	614221138189778944
20023	614225736124121088
20024	614225919885082624
20025	614235221576314880
20026	614238787120578560
20027	614243300372037633
20028	614256091455713280
20029	614269228514807808
20030	614270839991738368
20031	614275924037517312
20032	614278352745070592
20033	614348525401427968
20034	614385847350226944
20035	614427212721311745
20036	614432006030688256
20037	614432376869904384
20038	614433955979198466
20039	614435114945277952
20040	614436365896388608
20041	614441281826066433
20042	614444800612274177
20043	614446664879747072
20044	614446808912297984
20045	614451179595018241
20046	614454683525120002
20047	614456734816583680
20048	614458085134987264
20049	614463203876016129
20050	614463697520599040
20051	614464496250138624
20052	614465744697434112
20053	614476084394917888
20054	614477476866060288
20055	614498358011543553
20056	614499834213609473
20057	614501528947294208
20058	614502563455500288
20059	614510814519795712
20060	614512390344867840
20061	614514617344065536
20062	614516658833596416
20063	614518868715769856
20064	614519359793332224
20065	614522394120601601
20066	614524445655347201
20067	614536888255262720
20068	614577899618836481
20069	614601055905513472
20070	614606168795672576
20071	614609425265852416
20072	614610510114365441
20073	614612668410757120
20074	614613730169499648
20075	614617621317713920
20076	614761960039665664
20077	614801659709886464
20078	614811034403123200
20079	614817509116489728
20080	614817698816495616
20081	614817960251666432
20082	614818193220235264
20083	614818971246694400
20084	614819669145354242
20085	614819761592102912
20086	614820193403932672
20087	614820814160920578
20088	614821673003544576
20089	614822247635685376
20090	614822732346200064
20091	614823132390490113
20092	614823876623736833
20093	614824320569868288
20094	614824560689463296
20095	614825832654057474
20096	614826127278780417
20097	614826914058891264
20098	614829343945195526
20099	614831337506238464
20100	614837390818050048
20101	614842020377559040
20102	614845834170122240
20103	614855589840076800
20104	614868769765101568
20105	614870020045340673
20106	614880225449627649
20107	614880887088418816
20108	614884485872676864
20109	614918002656411649
20110	614928642582319105
20111	614930909226233856
20112	614935842298200068
20113	614948062989959168
20114	614951724420321284
20115	614970336623390720
20116	614971379532730368
20117	614972668014673920
20118	614974639220125696
20119	614974798729383936
20120	614975266998362112
20121	614980440710103040
20122	614983547082964995
20123	614999941300264961
20124	615016087973986304
20125	615032806868062208
20126	615048604021972992
20127	615138586170630144
20128	615163649187975168
20129	615177278973030401
20130	615179679201370112
20131	615184141966004225
20132	615212360941326337
20133	615228708396273668
20134	615242339078926336
20135	615249998649790464
20136	615254521199996928
20137	615277244802437120
20138	615289659229278208
20139	615289896656179201
20140	615299082014302208
20141	615307987259932676
20142	615308127794147328
20143	615308871045791744
20144	615324233288282112
20145	615326571646156805
20146	615329814191427584
20147	615332339493826560
20148	615334096596676610
20149	615340737782239232
20150	615342184116523008
20151	615356480028446720
20152	615371482550538240
20153	615478553195319296
20154	615500092435525632
20155	615529599422857216
20156	615538801251852288
20157	615552424258842624
20158	615555893594226688
20159	615567220320661504
20160	615575005766778880
20161	615580975364378624
20162	615581584729710593
20163	615583517351608324
20164	615590690655879168
20165	615591194068824064
20166	615591520012529664
20167	615595059015127040
20168	615597875234410498
20169	615598561691082752
20170	615601073387110400
20171	615601724380872704
20172	615608025810743296
20173	615610383353651201
20174	615610670655111168
20175	615618658031812608
20176	615622018055151616
20177	615624522541076481
20178	615626621760880640
20179	615629496943644672
20180	615630410324668416
20181	615633550042206208
20182	615634604289093636
20183	615636234208043008
20184	615636963148890112
20185	615637558756687873
20186	615648386214141952
20187	615648420661866496
20188	615650917656834050
20189	615651448437796865
20190	615651568118034434
20191	615654691708497921
20192	615661869735485440
20193	615675811614449664
20194	615676741961396225
20195	615681446389370881
20196	615683605495320576
20197	615690729998950405
20198	615690864485081089
20199	615694199040507904
20200	615702839441100800
20201	615710663214698497
20202	615710824703770624
20203	615716968927092737
20204	615726751512199168
20205	615741625705345024
20206	615743267360112640
20207	615743818818674688
20208	615743860870914048
20209	615745320274669568
20210	615761578328064000
20211	615770524187164672
20212	615771155199201280
20213	615777044538875904
20214	615789000746385410
20215	615789512791175168
20216	615794334877642752
20217	615846536120004608
20218	615856120079470592
20219	615863942766821376
20220	615866917627260928
20221	615870064835825664
20222	615873345385422848
20223	615876284669784064
20224	615877374966546432
20225	615884725157273600
20226	615913816153427968
20227	615924706974109696
20228	615960184742105089
20229	615975489631559680
20230	615977179487338500
20231	615980939768893440
20232	615981529131520000
20233	615989452272439296
20234	616005581497761792
20235	616010968322084864
20236	616013481217622016
20237	616015229042982912
20238	616040997038878720
20239	616043867763113984
20240	616054774522318849
20241	616057685906190336
20242	616072922147487744
20243	616077071383707648
20244	616079020208164864
20245	616079666244382720
20246	616085981599371264
20247	616090803740393472
20248	616096442885607424
20249	616098581863272448
20250	616101117764632576
20251	616101837641547776
20252	616109341842755585
20253	616114188692402176
20254	616172285397962752
20255	616189656481275904
20256	616212668597293056
20257	616227979140694016
20258	616242427695886337
20259	616244375052402689
20260	616246393162891266
20261	616248368755425280
20262	616249445395599361
20263	616259878999490561
20264	616261412839669760
20265	616265276003352576
20266	616267423663026176
20267	616270052703227905
20268	616273841350795264
20269	616274714286292993
20270	616276963725021184
20271	616278151358885888
20272	616278953226072065
20273	616280378307964928
20274	616287006553800704
20275	616290985916669952
20276	616292557274914816
20277	616294945054289921
20278	616298632069820416
20279	616298929118953472
20280	616301484024688641
20281	616308752120201216
20282	616312854950641664
20283	616316511108501504
20284	616321426123919360
20285	616326658279215104
20286	616336628961837056
20287	616351382602252288
20288	616353712320212992
20289	616368910946820096
20290	616369127490371584
20291	616382769548005376
20292	616384421478842368
20293	616385209886490627
20294	616389826980487168
20295	616391600122433536
20296	616394517374181376
20297	616394564530651136
20298	616402129176014848
20299	616406568855306241
20300	616408883901280256
20301	616409730139992064
20302	616412891369988096
20303	616415155685994496
20304	616425479810191360
20305	616425720676397056
20306	616426905017823237
20307	616427742477705216
20308	616431113414643712
20309	616431550863814657
20310	616432761361072128
20311	616433466876497920
20312	616433825913139200
20313	616436348615065600
20314	616439587834097665
20315	616443637665148928
20316	616446814665883648
20317	616453906462285824
20318	616454821684473856
20319	616458957067022336
20320	616460813109342208
20321	616468906492960769
20322	616491187202039808
20323	616492142672769024
20324	616550054933999616
20325	616570151140462592
20326	616570994560385024
20327	616577506410369024
20328	616580099920560129
20329	616594062909554688
20330	616610048698093568
20331	616620768609308672
20332	616624437388005376
20333	616624529679384576
20334	616631050094149632
20335	616653964445097984
20336	616686987429421057
20337	616688424641261568
20338	616689001773277185
20339	616690157580853249
20340	616693399148740608
20341	616693624076537856
20342	616694000704094208
20343	616695803340390400
20344	616697284839878656
20345	616699882162683904
20346	616705251584782336
20347	616711267038834689
20348	616714787456618496
20349	616718684837380096
20350	616727483149381633
20351	616738321688084480
20352	616740306990538752
20353	616752169379741697
20354	616753907516227584
20355	616762787868606465
20356	616771178443763712
20357	616778654887100417
20358	616783063373058048
20359	616788406782271488
20360	616789058367438848
20361	616801673751699456
20362	616893471857725440
20363	616900444099641344
20364	616902426562408448
20365	616908814458179584
20366	616926396951216128
20367	616930489593675776
20368	616931787005108224
20369	616945122819837952
20370	616962164650328064
20371	616965563273732097
20372	616966931640381440
20373	616976627134799872
20374	616985837847228416
20375	616986616750473218
20376	616988429700739072
20377	617007051147902976
20378	617016569906925568
20379	617026905523507201
20380	617036049911574528
20381	617040860769873920
20382	617049259821535232
20383	617057018407325696
20384	617087463748546560
20385	617094498770747393
20386	617105748837957632
20387	617105759302619136
20388	617108138437791744
20389	617108237293330432
20390	617112219877294080
20391	617121484570497025
20392	617128331570491392
20393	617131239082971136
20394	617136766634426368
20395	617149675817299968
20396	617157901791039488
20397	617164800506773504
20398	617165932830437378
20399	617190571770122240
20400	617299922975633408
20401	617301788652388352
20402	617310899221757952
20403	617323558952390656
20404	617326879662542848
20405	617326934968659968
20406	617327824089841665
20407	617337922585374724
20408	617341263642279936
20409	617343174206472192
20410	617345074653847552
20411	617346531067363328
20412	617357934339747841
20413	617358495973830656
20414	617358517066792962
20415	617361117812097024
20416	617361530619883520
20417	617362353999339520
20418	617366848263159808
20419	617368164268154880
20420	617374800445591552
20421	617387508045746176
20422	617389484334817280
20423	617389755198795776
20424	617396017038819328
20425	617400118799679492
20426	617400861627539456
20427	617402896397791232
20428	617415751255859201
20429	617429038999707648
20430	617432502068641792
20431	617436851348086785
20432	617437979909337092
20433	617438585294209024
20434	617439002866487296
20435	617440475541147648
20436	617445988668731392
20437	617465590488395776
20438	617469893907214337
20439	617511342853984256
20440	617514841884917760
20441	617516855050145792
20442	617516981378416640
20443	617532038044852224
20444	617534137625251840
20445	617686448515514368
20446	617689183612592128
20447	617696234476711936
20448	617702841180942336
20449	617724599145332736
20450	617724657458905088
20451	617725715291750400
20452	617733159665315840
20453	617735391441985536
20454	617739590137479168
20455	617742093927206912
20456	617745791596281856
20457	617749362882555904
20458	617749982746181633
20459	617758108631236609
20460	617764430273757184
20461	617778519561641984
20462	617780676436234240
20463	617783536058241026
20464	617785307719577601
20465	617786809452367873
20466	617790783983329280
20467	617795927277993984
20468	617816578269143040
20469	617863443442479104
20470	617866290233872384
20471	617878223762763776
20472	617881698659905536
20473	617881935755415552
20474	617896914206371841
20475	617939054647214080
20476	617965434105688064
20477	618019259474649088
20478	618040811960299520
20479	618048144362713088
20480	618078560394342400
20481	618079192408702976
20482	618080003104837632
20483	618083469055254529
20484	618093626325794816
20485	618096772842397696
20486	618097410988859396
20487	618098936750997504
20488	618099791327809537
20489	618120808083292160
20490	618123903840313344
20491	618153130014998530
20492	618159472020692992
20493	618159736790216704
20494	618162697067216900
20495	618163924005990400
20496	618185801281703936
20497	618186688066646017
20498	618190318819786752
20499	618198348877709316
20500	618200046543204352
20501	618200202034421761
20502	618200507472060416
20503	618220440436080640
20504	618231544101015552
20505	618234704571973632
20506	618234961649209345
20507	618239040513540096
20508	618240744067731457
20509	618243109952970752
20510	618249549308657664
20511	618250965540540417
20512	618264730923184128
20513	618286986491641856
20514	618290699578970112
20515	618294562352553984
20516	618294996635009024
20517	618372664684605440
20518	618375776635908096
20519	618381746837540864
20520	618393536292126720
20521	618417628953112576
20522	618425751973556225
20523	618433387473301504
20524	618448012130385920
20525	618451713352073216
20526	618459971450114048
20527	618462012520198144
20528	618463372401455104
20529	618463887323607040
20530	618468928180867072
20531	618501064686469120
20532	618504016901894144
20533	618506989119799296
20534	618510231384014848
20535	618519608337633280
20536	618519727929991168
20537	618520051348566016
20538	618523298180153344
20539	618532522712936452
20540	618534243061227520
20541	618539607953510400
20542	618547664720936960
20543	618550382378270724
20544	618551878360535040
20545	618555439983136768
20546	618558052233539584
20547	618565033593712641
20548	618565229602021376
20549	618565358946025472
20550	618568145213747200
20551	618570087348465664
20552	618573492750053377
20553	618574498464448512
20554	618575626589614080
20555	618578391537729536
20556	618579168054284288
20557	618582790422970368
20558	618603819811926016
20559	618629059078008832
20560	618638076420599808
20561	618651792503472128
20562	618667105475543040
20563	618675118810759168
20564	618709180396908544
20565	618733079696244736
20566	618738537224105984
20567	618747997774594048
20568	618763287505715200
20569	618771479015124992
20570	618781949025366016
20571	618785339327418368
20572	618786632511033346
20573	618787335606562816
20574	618796633845813248
20575	618800540290555904
20576	618803229841752064
20577	618810933092093952
20578	618811894577496064
20579	618814148680515584
20580	618817873897652225
20581	618818729158119424
20582	618820941632528384
20583	618822816163430401
20584	618829300406423552
20585	618841379289042945
20586	618848185419743232
20587	618850154850947072
20588	618854665921384448
20589	618856741938200576
20590	618866852643667968
20591	618868122704023553
20592	618878323503067136
20593	618879001281589248
20594	618879421601058816
20595	618889366815948801
20596	618894611340066816
20597	618898170211254272
20598	618907338393546752
20599	618909394965676033
20600	618914926237745152
20601	618923917147795456
20602	618924367108567040
20603	618924612059971584
20604	618928658573586432
20605	618932181705064448
20606	618933652660072448
20607	618936191161729024
20608	618939905893216256
20609	618943134697820160
20610	618943605353357312
20611	618943657169686528
20612	618943852003639297
20613	618944274827051008
20614	618944962512703488
20615	618945130507186177
20616	618946479378534400
20617	618946622995628032
20618	618947895757180928
20619	618949138575663104
20620	618950901076602882
20621	618952201608671233
20622	618954897191530496
20623	618963818811629568
20624	618965108136480768
20625	618969136576593921
20626	618969820076339200
20627	618986503524458496
20628	618987123274854400
20629	618989537667227648
20630	618990080565317632
20631	619017705702690816
20632	619021926443319297
20633	619028835527319552
20634	619104493066547200
20635	619137813133565953
20636	619138286032957440
20637	619139803557158912
20638	619141353079996416
20639	619143132374921216
20640	619143489654099968
20641	619145885285502976
20642	619175631654404096
20643	619203348252749824
20644	619204021119787008
20645	619216824354344960
20646	619228604728279040
20647	619266277761241089
20648	619278234111356928
20649	619316858093748225
20650	619326463251214336
20651	619329607314112512
20652	619352307860242432
20653	619364363758120960
20654	619474854228594688
20655	619536352279961600
20656	619541860638306304
20657	619542243091812352
20658	619542266819047424
20659	619555946948198400
20660	619557088469979136
20661	619560182209581056
20662	619565389207486464
20663	619568303158259712
20664	619572822956900352
20665	619575845791797249
20666	619600031373524993
20667	619600537198174208
20668	619604637046452224
20669	619614970133786625
20670	619617362602405888
20671	619622222056062977
20672	619625095561117696
20673	619625478404440064
20674	619626170745753601
20675	619633625756143616
20676	619639401212182529
20677	619646711409971200
20678	619648591242600449
20679	619652017124806656
20680	619654061969772544
20681	619656108190216192
20682	619657438313103360
20683	619659775626735616
20684	619664804983091200
20685	619666589089198081
20686	619681457179623424
20687	619684196806737920
20688	619685014272352256
20689	619688151779573760
20690	619690818794733569
20691	619695672577650688
20692	619695939293433856
20693	619696376277004292
20694	619699872145506304
20695	619701300515614720
20696	619704982821040128
20697	619712579619782656
20698	619751607685808128
20699	619811698434789376
20700	619815863630340096
20701	619817577586536448
20702	619826108293197824
20703	619843175461580800
20704	619847703036579840
20705	619847806187098112
20706	619856440698736640
20707	619863210150248448
